,0
110,(ノ=Д=)ノ┻━┻
111,厉害
112,…
113,嘿嘿
114,怎么平论，点7红心
115,才200万，多少孩子受害啊
116,还有啥能吃
117,，
118,哎，想支持国产货吧，你说就这一天到晚的查处这个牌子不合格那个牌子不合格，就是命再硬，也不敢支持他们啊
119,1
120,食品安全，十分重要。
121,处罚不够总有冒险，监管不够总有擦边，何以弥补受害者
122,必须严惩
123,无语
124,666中国厉害
125,666
126,没事，嗯图
127,重罚
128,罚少了
129,国家祸害
130,n
131,不知道对错
132,。
133,必须重罚
134,罚的好
135,做得好
136,该
137,严惩
138,必须严查
139,-
140,1111
141,杜绝此类事情的发生
142,谴责不法商家，保护孩子身体健康。
143,坚决维护食品卫生安全。
144,.
145,我们国家奶粉行业又要受影响了
146,有关监管部门的监督可以事半功倍。
147,造假的成本太低
148,孩子食品要严查
149,呀
150,就是
151,罚的少了
152,曾经三聚氰胺事件给我们造成的影响还是巨大的。还算好，现在该事件的产品是合格的，坏就坏在为追求高额利润而误导消费的无良的商家上。
153,太轻
154,a
155,若是对人的健康安全有害，就该加重处罚
156,该！厂家没错 卖家有错
157,广告要加以严管
158,孩子是祖国的未来，儿童健康需要全社会呵护，儿童食品健康安全事关重大，支持对儿童食品健康安全实行最严格的执法监督。
159,轻
160,啊哈
161,嗯
162,对
163,欧吼
164,孩子的事是大事
165,法律就应该不设处罚金额上限
166,…？
167,零容忍
168,…
169,对一哈
170,对
171,严查，重罚。
172,了看看看看看看
173,哦可能美美美美美
174,严厉打击
175,也不能以罚代管
176,辣鸡饮料害人不浅
177,2
178,是该重罚
179,重罚
180,1
181,～
182,孩子是祖国的未来，儿童健康需要全社会呵护，儿童食品健康安全事关重大，支持对儿童食品健康安全实行最严格的执法监督！
183,我就是来划水的！
184,重罚这些无良厂家。
185,打假
186,该严厉打击
187,严打！
188,严厉打击
189,要严惩
190,好
191,...
192,国家好好的检查食品饮料，太危害社会了
193,坚决打击这些行为
194,人民至上，生命至上！点赞
195,..
196,支持
197,严厉打击
198,总是避免不了
199,无奈
200,浑身解数你多大呢女的
201,这样的公司就应该罚到他倾家荡产！
202,严查
203,坚决维护食品药品安全！尤其是给孩子的！
204,儿童吃的食品又开始出现问题了，大头娃娃真让人担心啊。
205,顶格处罚二百万。幸好孩子没什么大问题。不然二百万哪够弥补
206,拒绝
207,吃的喝的产品国家都应该大检查检查，尤其工商卫生部门
208,试试
209,假货严惩不贷
210,对这种欺诈行为就应该严打，罚的企业倾家荡产才好呢。
211,严惩不贷
212,...
213,活该
214,到底有没有营养？？？
215,虚假宣传必严惩不贷
216,1
217,…………
218,罚太少了
219,合
220,严厉打击
221,才是小孩，他们的良心不会痛?
222,嗯嗯
223,个
224,吃饭
225,嗯
226,方法
227,👍
228,维护食品安全。
229,罚他个倾家荡产
230,嗯嗯好的呀
231,呃呃呃呃
232,11
233,111
234,支持
235,。
236,。。。。
237,见钱眼开，良心都不要了
238,？
239,是吗
240,。
241,给孩子吃的 罚两百万太少了
242,哦
243,非常赞同
244,共建诚信社会，执法必严!要保障全体人民的健康安全!
245,还能做点有益之事吗？
246,儿童没有大头娃娃症状，这个产品引起的不良后果大大减轻了。
247,食品行业 特别是婴幼儿的 乱来的话 真的是丧尽天良！！会影响很多人的一生呀 说不定从此这一生都被病魔折磨着
248,哈哈哈，这也叫处罚。生产，监督都没有问题？多少无辜的孩子啊。
249,食品安全是天大的事。
250,坚决维护食品药品安全！尤其是给孩子的！
251,💤
252,倒吧
253,1
254,罚了企业钱进国库，受害人怎么解决？地方监管部门怎么出理？
255,健康无小事
256,少年强则中国强，这种危害祖国下一代的人应该严惩，不是罚点钱要可以的，如果大家都这么做然后都罚点钱了事，那国家还有希望吗？！
257,太棒了
258,好好好
259,....
260,加油
261,哈
262,啊
263,该罚
264,好
265,牛逼
266,嗯
267,哈哈
268,看看新闻
269,应该罚重一点
270,加油
271,可恶
272,虚假宣传，欺诈误导消费，该罚。
273,加大惩治力度，加强监管，注重关怀关心，给孩子们一个放心健康的生长环境！
274,好棒
275,好的
276,！！！
277,支持重罚！
278,支持严厉打击假冒伪劣商品商贩
279,造假成本低，罚的钱早赚回来了！打假的惩罚制度整大点，尤其是食品类的，大额罚款和坐牢，终身不能再从商。
280,🙀
281,严惩无良食品商！
282,食药局
283,加强市场监督
284,食品安全重中之重！
285,伤害了多少孩子
286,商家的良心没了
287,200万太少，应该罚个倾家荡产
288,罚少了，应让其倾家荡产。
289,好
290,处罚太轻了
291,罚款太少了
292,严查。
293,查。
294,儿童员祖国的花朵
295,多检查多检查
296,应入刑！建议设立危害食品安全犯罪，至少判5年！
297,顶格处罚二百万。幸好孩子没什么大问题。不然二百万哪够弥补
298,对
299,不吃婴儿食品
300,多检查检查吧
301,支持
302,对食品造假者应该罚到破产。
303,加大惩罚力度
304,支持
305,还有很多这样的未被处罚
306,对这种违法行为处罚的太低，会有人看到这种低成本照着去做的。
307,支持严惩
308,好
309,天呐
310,虚假广告误导消费者广告实在太多，应加大力度惩治。
311,……
312,坚决维护食品安全
313,200万只是皮毛
314,应该终身不得从事饮食类职业
315,22
316,200万感觉少了，应该让他倾家荡产。
317,11
318,……
319,仅仅罚款还不够，从业资格要不要限制？
320,天啊，都是小孩，挣那个钱心不会痛吗？
321,是的
322,我觉得做广告也要报批，过于夸大功效的不准登出。
323,食品安全尤为重要
324,对渎职人员应该严加惩治力度，力度不够不疼不痒的，利益当前的人还会想尽各种办法继续为恶。
325,。。
326,应该好好查查
327,。
328,正直
329,对
330,。
331,中国商誉。必须严惩
332,六一儿童节刚过，说假话的一推。不担责的官好当，不担责的社会灾难。
333,唉，为了金钱没底线了
334,这类企业绝罚到钱所以出手了那些小作坊是没有人管的🤐
335,为未来想想吧！人类  你们当下的事是未来的刀  在一片一片割杀  醒醒吧！人类  你们的贪婪  吞噬着未来的希望
336,蛋白固体饮料，是果冻来的吗？🤔
337,吃出事了才有事
338,，，，
339,。。。
340,查
341,孩子的未来不止这200万
342,食品安全要格外重视
343,虚假广告害人啊！
344,坚决制止虚假宣传
345,加油中国
346,严 惩
347,必须得严查
348,对食品犯罪及欺诈必须严惩！
349,对头
350,对不良商家的缺德行为要严厉打击
351,这种损害老百姓的利益，政府应该一查到底，绝不姑息，还老百姓健康食品。
352,支持
353,食品安全问题必须要引起重视，量刑从严
354,嗯嗯
355,必须严惩
356,枪毙
357,奸商呀
358,厉害
359,害人害己
360,恐怖
361,保护孩子健康成长
362,哦哦哦哦哦哦哦哦哦哦哦哦哦
363,严厉打击犯罪
364,💪🏻
365,🙏
366,食物真的要抓好，严格
367,还有人信保健饮料？好好吃饭比啥都强
368,严格
369,害
370,严查
371,健康zii z y q
372,哈
373,哦
374,罚的太少了
375,～
376,，
377,唉
378,食品问题屡禁不绝，监管有责，但也没办法时刻盯着，如果让这些食品企业上安全保险，缴纳保费，通过保险公司第三方监控，节省行政资源，保险公司更是会把它盯的死死地
379,智商税
380,，
381,。
382,罚的给力
383,😄😄
384,不要做害人害己的事了
385,太无良了，必须重罚，不然无良奸商不会怕
386,已经没有底线。
387,维护食品安全
388,误导消费者，该罚
389,对经销商除了要顶格处罚外，对儿童健康造成实质性损害的，还要进行损害赔偿和追究刑事责任。还要对受害儿童家长给予精神损害赔偿！
390,黑心商家太可怕了
391,虚假欺骗真的太恶心了
392,严肃地处理，公示于众是社会的进步。
393,不但罚还要赔，要他赔的倾家荡产。
394,。
395,额
396,可以
397,该重重的罚
398,市场经济下，企业做大做强不仅仅是自身实力也需要诚实守信，不能通过虚假宣传来误导消费者。坚决支持相关部门维护食品药品安全，对食品药品领域违法行为“零容忍”，依法严厉予以打击。
399,好
400,严惩
401,罚
402,嗯嗯
403,该
404,不错
405,共建诚信社会，呵护儿童健康成长！
406,还要多罚点，免得再害人！
407,食品安全你得重视
408,嗯
409,罚，重罚！！！！
410,😄
411,惩罚
412,该罚，要不然越来越无法无天
413,无语😓
414,加大
415,维护食品安全！！
416,无良商家损害的是人们的身体健康，正因为罚款了事才导致屡禁不止。应该判刑！
417,昧着良心赚钱
418,严惩不贷
419,钱再好，也不能昧着良心
420,😃
421,严查
422,太可恨了
423,安全
424,坚决维护食品药品安全！尤其是给孩子的！
425,多给父母孩子科普一下
426,严厉打击
427,。
428,对此类不良商家，岂能仅仅罚款了事！
429,黑心商家，天理不容。
430,缺了德了
431,丧良心
432,罚
433,从
434,♀
435,坚决打击
436,丧尽天良的商家
437,重重的罚
438,特别憎恨那些不法商家，夸大其词，误导消费，要严厉的处罚他们！
439,必须严惩
440,严格市场执法，打去市场欺诈误导消费者的行为，维护食品安生，维护孩子的安全成长。
441,诚信最重要
442,良心呢
443,处罚成本不高，造假者根本不怕。
444,又这样
445,还可以罚更重一些！
446,严查
447,罚的好
448,哈哈
449,能不能不谈饮料，这些东西一直在对咱们身体不好
450,恩
451,让倒闭就完了
452,食品啊
453,.
454,孩子没事就好
455,厉害了
456,漂亮
457,就是
458,孩子是祖国的花朵。
459,可恶
460,ok
461,孩子真的没问题吗？唉，我怎么那么不相信了！
462,滴滴
463,身体健康最重要
464,一声叹息………………
465,唉
466,必须要严惩啊。
467,一声叹息……
468,啊哦
469,没错
470,罚款太少啊。
471,除了這罰款外，有冇另外對受害兒童作賠償？？？
472,我觉得行
473,c j j k
474,严惩不贷。有孩子的家长应该多看看有关奶粉方面的知识。
475,b j k k
476,b b j j k
477,vb b n j k
478,闪闪
479,对食品造假者应该罚到破产。
480,叔叔
481,气愤
482,挺
483,宝宝不好讲
484,严惩
485,哦
486,康
487,缉
488,嗯
489,严厉打击
490,"不能只是罚款了事，小孩的一辈子都毁了。给这些家庭带来多大的痛苦！杀都不为过。还要那些推荐吃这牌,哪牌奶粉的医生,所谓的营养师,都要严惩不贷。"
491,人性的本质
492,这种人太坏了
493,狠狠地罚
494,这种案例很多的
495,正义
496,很好
497,应该加大科普宣传，让大家提高辨别能力。相关部门要严肃认真查处违法违规行为，维护消费者权益。
498,严励查处虚假广告
499,好
500,卫生部门要严厉查处
501,光罚款有什么用？二百万能买回来孩子们的健康吗？从生产到销售全部抓起来
502,哈哈哈
503,食品安全重中之重！不可忽视
504,食品安全，这是每个厂家和商家的良知。吃进去的，出了问题就是人命关天！不容一点差池。必须严抓，严查，严惩。
505,严惩无德商家
506,食品安全监管工作容不得一丝懈怠
507,罚的好
508,做得好
509,好好
510,商家为了利益虚假宣传，危害的是婴幼儿健康，实在可恨！一般母婴店推荐的都是利润高的产品，广大宝妈要擦亮眼睛，提高辨别能力。
511,这种事情应该严惩
512,食品安全不容忽视
513,哦
514,严惩食品造假者
515,必须严惩
516,看到专家的评估结果，松了口气，广大家长一定要提高辨别能力，对这种欺诈误导的商家，发现一个举报一个！
517,哎
518,食品安全问题，说了多少年了，一直有人有企业在违规违法。不加大惩处力度，无法根治。
519,👍👍
520,！
521,1
522,？
523,该重罚
524,过去的教训仍历历在目，在此背景之下仍然出现“大头娃娃”，其性质就会显得更加恶劣，理当依法严加惩处，方能避免类似事件再次发生，切实维护下一代人的生命健康安全。
525,开展科普知识宣传，提升消费者食品安全意识，加强市场监管，确保市场秩序稳定。
526,。
527,，
528,误国误民
529,经销商   要道德    君爱财    要有道    莫坑人    别害人    莫伤天     不害理     心才安   钱能赚
530,诚信经营是企业安生立命之本。
531,病从口入？
532,这些人真是该杀
533,食品安全问题，零容忍！
534,坚决维护食品药品安全！尤其是给孩子的！
535,食药监，负责人
536,这些东西就没有什么可信度
537,孩子是祖国的未来，儿童健康需要全社会呵护，儿童食品健康安全事关重大，支持对儿童食品健康安全实行最严格的执法监督！
538,坚决维护食品药品安全！尤其是给孩子的！
539,啊
540,维护食品安全
541,赚金币来的
542,坚决维护食品药品安全！
543,罚的太少了
544,这些无良商家要严惩
545,严查
546,严惩
547,人性的弱点
548,严格执法监管，坚持人民至上，进一步净化食品环境。
549,这种商家应该被罚得倾家荡产才行
550,坚决打击食品领域违法行为，保障食品安全，守护孩子健康成长！
551,严厉打击
552,应该加大科普宣传，让大家提高辨别能力。相关部门要严肃认真查处违法违规行为，维护消费者权益。
553,只有200万元吗？
554,重罚
555,需严惩不良商家，确保食品安全。
556,要把人民群众的身体健康放在第一位，坚决打击不法商贩危害人民身体健康到行为！
557,哦
558,严惩
559,坚决维护食品药品安全，尤其是给孩子的！！！！
560,重罚
561,唉，一声叹息
562,骗子公司胆敢包天，竟然食品饮料造假！必须要坚决于以惩罚。我们支持国家法律部门打击👊犯罪分子采取措施！
563,从严处理
564,防范
565,一定要严判重判，减少这类事件发生
566,关键是不符合质量安全标准，罚款是一回事，那消费者健康呢？
567,处罚轻了。
568,嗯
569,哦
570,前买个电源适配器，不到一个月上面的电源线就坏了，老板野蛮无理，去直接管理的消协那所长不管，那个商家更是猖狂至极。
571,害了这么多孩子，竟然不追究刑事责任？
572,就是骗
573,哦，是这样
574,新品骗子
575,😥
576,不是虚假宣传，是谋财害命
577,公
578,哦豁。。。
579,哦豁
580,国有国法
581,！！
582,唉
583,。
584,坚决打击黑厂家
585,1
586,好
587,食品安全问题屡禁不止的问题主要原因是不重视，罚款了事不是解决问题的好办法……
588,必须依法严惩
589,维护食品药品安全，要建立食药品安全长效机制，广大消费者如发现应及时举报，严惩不法商家。
590,😿
591,不能赚昧良心钱
592,好
593,打假的惩罚制度整大点，尤其是食品类的，大额罚款和坐牢，终身不能再从商。
594,加大力度
595,200万？够给那些被他们坑害的孩子治病吗？罚点钱就完事了 
596,专家的专业检测让家长们松了口气，儿童食品安全事关重大，相信相关部门的严肃认真查处这种违法行为也起到了震慑作用，我们消费者应警惕虚假广告、夸大宣传，也呼吁国家建立长效机制常态化严格管控，加大儿童食品药品监管！
597,除非罚到倾家荡产，不然这种以罚（金）代（收）监的处理方式只会让造假者变本加厉继续造假，把罚金赚回来。
598,该罚
599,好
600,2
601,虚假宣传必严惩不贷
602,市场需要依法治理，规范引导，尤其是食品市场，更涉及祖国的未来，孩子的成长，每一点都牵涉到人们群众的生命财产安全，任何一件事都不是小事。对这样的违法行为一定要严厉打击，绝不手软，绝不容忍。
603,坚决维护食品药品安全！尤其是给孩子的！
604,1
605,可以
606,厉害了啊
607,违法行为，应该严惩
608,该罚
609,罚二百万太少了，罚他二个亿
610,罚200万骗子替国家打工啦
611,好
612,加强儿童食品安全检查应是常态！
613,关爱孩子，维护健康，保障儿童权益
614,！
615,罚的好！对于有作虚假宣传、夸大宣传，误导消费者行为的不法商家，都应该给予谴责追究，从而维护良好的市场秩序。企业要依法经营、诚信经营。
616,坚决维护食品药品安全
617,严惩
618,儿童是祖国的未来和希望，全社会都要重视保障和保护！
619,严格管理好食品安全工作
620,涉及儿童健康只罚200万？他们赚了多少？
621,加大科普宣传知识，提高辨别真假识别能力。
622,桶身上标明是“深度水解蛋白>amp;无乳糖配方粉”。这不是給过敏儿童吃的吗？
623,虚假宣传一定要惩罚
624,归苏丹红之类的，好在无毒
625,严惩
626,👍
627,！
628,要抓紧食品安全
629,，，
630,食品安全重于一切
631,，，
632,。
633,，
634,罚款
635,虚假宣传必严惩不贷
636,判刑
637,虚假宣传不在少数
638,严惩
639,这些黑心商家应该进黑名单
640,食品药品安全不可忽视，我们要加大对各种食品药品的辨别能力，相信科学。支持政府部门对各种食品药品违法活动的打击力度！
641,虚假宣传必严惩不贷
642,呱呱呱呱呵呵
643,呱呱呱呱
644,重罚
645,，
646,支持！
647,虚假宣传必严惩不贷
648,。
649,该！应该罚2千万
650,儿童食品药品安全事关重大，希望家长们提高鉴别能力，也望相关部门澄清事实真相，严惩不贷
651,唉 国家费了这么大力气去打击不良商家 还是有漏网之鱼 希望能严惩这些不良商家 虚假宣传不计后果
652,哎
653,哎……
654,罚少了！
655,这种处罚毫无意义，没人进监狱就是鼓励大家都这么干，200万早就赚回本了
656,孩子是祖国的未来，儿童健康需要全社会呵护，儿童食品健康安全事关重大，支持对儿童食品健康安全实行最严格的执法监督！
657,有关部门要加大宣传力度，有效提升消费者对各种产品辨别能力。消费者要提高辨别能力，学会辨别虚假宣传、夸大宣传，同时发现不法行为，要果断举报。新闻媒体还要进一步加大曝光力度！
658,共建诚信社会，共护花朵成长。良好健康的市场秩序需要共建共享，孩子的健康成长需要全社会的呵护。
659,处罚力度到位，体现了湖南维护儿童健康的决心，也希望举一反三，吸取经验教训，共同呵护儿童的健康快乐成长。
660,危害小孩安全的事，才罚200万元太少了。应当没收当事人全部财产，才能制止这种事情再次发生。
661,商家虚假宣传误导消费者，一定要严惩！！！
662,虚假宣传必严惩不贷
663,虚假宣传欺骗消费者，太可恶了，一定要严惩
664,虚假宣传是一方面，父母的辨别能力也是需要提高的，现在网络这么发达，一搜什么都有了，自己也要注意获取相关知识啊，不能人家说什么就是什么
665,如果孩子没有留下终身性的问题，那可真是谢天谢地了
666,这些黑心商家应该进黑名单
667,虚假宣传太坏了
668,坚决维护食品药品安全！尤其是给孩子的！
669,精彩人生1957：不能竟竟对企业罚款了亊，给婴儿产生的后果企业必须承担。
670,12345mqnHi：赞同
671,牛皮糖grace：对
672,打假的惩罚制度整大点，尤其是食品类的，大额罚款和坐牢，终身不能再从商。
673,知足乐呵9098：回复@牛皮糖grace：话说反了？你……
674,牛皮糖grace：坚决不能容忍打假行为
675,必须严惩，不知害了多少人
676,顶格处罚二百万。幸好孩子没什么大问题。不然二百万哪够弥补
677,山里来的小明：嗯、是啊
678,luonaerh：没大问题，好好看看报道，头大，还会打自己的头，已经发育成畸形了
679,用户7429273710：赞成
680,市面上很多这种饮料，多查一查
681,我是罗紫藤：对
682,虚假宣传必严惩不贷
683,食品行业 特别是婴幼儿的 乱来的话 真的是丧尽天良！！会影响很多人的一生呀 说不定从此这一生都被病魔折磨着
684,用户5247328368：支持！
685,Ursbyahhh：👍
686,用户6064463959：有道理
687,罚的太少了
688,子虚乌有_2020：回复@竺光倩影：应该罚到他们破产
689,竺光倩影：坑害小孩
